,Latitude,Longitude,X,Y,Restaurants_nearby,closest_punjabi_restro
500,28.624787442714418,77.22649124636679,7115496.987048123,5500229.226652906,1,226.5117842825311
501,28.62440331019348,77.22696608464743,7115596.987048123,5500229.226652906,0,323.2136981903764
502,28.624019180620206,77.22744091363914,7115696.987048123,5500229.226652906,0,421.45770959485793
503,28.6236350539947,77.22791573334214,7115796.987048123,5500229.226652906,0,520.3711245409256
504,28.623250930317017,77.22839054375665,7115896.987048123,5500229.226652906,0,619.6334509490521
505,28.62286680958726,77.22886534488288,7115996.987048123,5500229.226652906,0,576.3143847894626
506,28.622482691805512,77.22934013672104,7116096.987048123,5500229.226652906,0,493.9342691352607
507,28.622098576971826,77.22981491927133,7116196.987048123,5500229.226652906,0,419.2897021596304
508,28.62171446508631,77.23028969253399,7116296.987048123,5500229.226652906,0,357.2627134869226
509,28.621330356149024,77.23076445650923,7116396.987048123,5500229.226652906,0,315.3877590506112
510,28.6303364343097,77.22045711560443,7114146.987048123,5500315.829193285,5,59.90644105213237
511,28.629952256245236,77.2209320750199,7114246.987048123,5500315.829193285,4,82.81711950732651
512,28.62956808112746,77.22140702514349,7114346.987048123,5500315.829193285,2,173.57583036658355
513,28.62918390895643,77.22188196597544,7114446.987048123,5500315.829193285,1,180.59553371084127
514,28.62879973973224,77.22235689751598,7114546.987048123,5500315.829193285,1,91.93614163666562
515,28.628415573454973,77.2228318197653,7114646.987048123,5500315.829193285,1,65.496270747047
516,28.62803141012469,77.22330673272363,7114746.987048123,5500315.829193285,1,141.87060592139562
517,28.62764724974149,77.22378163639118,7114846.987048123,5500315.829193285,1,236.56875568687715
518,28.627263092305444,77.22425653076817,7114946.987048123,5500315.829193285,0,334.36848462433
519,28.626878937816645,77.2247314158548,7115046.987048123,5500315.829193285,1,234.87504449819022
520,28.626494786275156,77.2252062916513,7115146.987048123,5500315.829193285,1,135.37279197486723
521,28.626110637681066,77.2256811581579,7115246.987048123,5500315.829193285,1,38.53957817769334
522,28.625726492034467,77.22615601537477,7115346.987048123,5500315.829193285,1,68.1528089308019
523,28.62534234933543,77.22663086330218,7115446.987048123,5500315.829193285,1,166.74624926576982
524,28.62495820958402,77.2271057019403,7115546.987048123,5500315.829193285,0,266.39034878021783
525,28.624574072780337,77.22758053128938,7115646.987048123,5500315.829193285,0,366.2285136390802
526,28.624189938924456,77.22805535134961,7115746.987048123,5500315.829193285,0,466.1360643431634
527,28.623805808016467,77.22853016212122,7115846.987048123,5500315.829193285,0,566.0762640849532
528,28.623421680056435,77.22900496360441,7115946.987048123,5500315.829193285,0,665.9834047353397
529,28.623037555044444,77.2294797557994,7116046.987048123,5500315.829193285,0,587.6790684496111
530,28.62265343298058,77.22995453870642,7116146.987048123,5500315.829193285,0,516.913415965121
531,28.62226931386491,77.23042931232568,7116246.987048123,5500315.829193285,0,457.20047212974043
532,28.621885197697544,77.2309040766574,7116346.987048123,5500315.829193285,0,413.3582753817625
533,28.621501084478542,77.23137883170176,7116446.987048123,5500315.829193285,0,390.7657302496118
534,28.630891436881825,77.22059673681389,7114096.987048123,5500402.431733663,4,159.80700919937922
535,28.630507251586295,77.22107169658838,7114196.987048123,5500402.431733663,4,137.1428955258298
536,28.63012306923748,77.22154664707091,7114296.987048123,5500402.431733663,2,179.10351028711543
537,28.62973888983547,77.22202158826165,7114396.987048123,5500402.431733663,1,222.57679428843036
538,28.629354713380337,77.22249652016086,7114496.987048123,5500402.431733663,1,124.00780902204379
539,28.628970539872167,77.22297144276872,7114596.987048123,5500402.431733663,1,34.86321903067944
540,28.62858636931104,77.22344635608547,7114696.987048123,5500402.431733663,1,83.98185151516113
541,28.628202201697036,77.22392126011131,7114796.987048123,5500402.431733663,1,181.35726819360733
542,28.627818037030234,77.22439615484645,7114896.987048123,5500402.431733663,0,280.5850424904747
543,28.62743387531071,77.22487104029112,7114996.987048123,5500402.431733663,0,279.0348304883017
544,28.627049716538558,77.22534591644553,7115096.987048123,5500402.431733663,1,211.71328733081964
545,28.62666556071385,77.22582078330989,7115196.987048123,5500402.431733663,1,134.09706302326705
546,28.626281407836665,77.22629564088443,7115296.987048123,5500402.431733663,1,105.5534395010883
547,28.625897257907088,77.22677048916934,7115396.987048123,5500402.431733663,1,155.88789199150062
548,28.62551311092519,77.22724532816487,7115496.987048123,5500402.431733663,1,239.70928465246735
549,28.62512896689107,77.2277201578712,7115596.987048123,5500402.431733663,0,332.5959221452384
550,28.62474482580479,77.22819497828857,7115696.987048123,5500402.431733663,0,428.6951757445905
551,28.624360687666446,77.2286697894172,7115796.987048123,5500402.431733663,0,526.2499976111442
552,28.623976552476105,77.22914459125727,7115896.987048123,5500402.431733663,0,624.5787110242976
553,28.623592420233845,77.22961938380902,7115996.987048123,5500402.431733663,0,683.2000532504564
554,28.623208290939772,77.23009416707268,7116096.987048123,5500402.431733663,0,615.3008246966308
555,28.62282416459393,77.23056894104843,7116196.987048123,5500402.431733663,0,557.1605666082995
556,28.622440041196434,77.23104370573651,7116296.987048123,5500402.431733663,0,512.1139415151756
557,28.62205592074735,77.23151846113714,7116396.987048123,5500402.431733663,0,483.8320795535742
558,28.62167180324674,77.23199320725051,7116496.987048123,5500402.431733663,0,475.3170240124622
559,28.631062248878305,77.22121132708992,7114146.987048123,5500489.034274042,5,225.29463442996533
560,28.630678059298415,77.22168627793128,7114246.987048123,5500489.034274042,2,232.4383055928818
561,28.63029387266539,77.22216121948075,7114346.987048123,5500489.034274042,1,278.02420669943126
562,28.629909688979286,77.22263615173853,7114446.987048123,5500489.034274042,1,205.67843654078933
563,28.629525508240185,77.22311107470485,7114546.987048123,5500489.034274042,1,134.68899955303309
564,28.629141330448174,77.22358598837991,7114646.987048123,5500489.034274042,1,118.23127311896116
565,28.628757155603342,77.22406089276394,7114746.987048123,5500489.034274042,1,172.6735106669921
566,28.62837298370574,77.22453578785716,7114846.987048123,5500489.034274042,1,227.21031281245848
567,28.627988814755476,77.22501067365978,7114946.987048123,5500489.034274042,1,192.47713503286028
568,28.62760464875262,77.22548555017201,7115046.987048123,5500489.034274042,1,206.08340246749765
569,28.627220485697254,77.22596041739405,7115146.987048123,5500489.034274042,1,233.40682410080205
570,28.62683632558946,77.22643527532614,7115246.987048123,5500489.034274042,1,194.00580356233314
