,Address,Latitude,Longitude,Distance_from_center
174,"Bhavbhuti Marg, Sita Ram Bazaar, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 8572",28.64023991847647,77.22331861586954,1052.504017732441
175,"Jahangir Road, Rouse Avenue, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 8572",28.637934112137003,77.22616823630173,982.2203537907284
176,"Test, Deen Dayal Upadhyay Road, Rouse Avenue, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 1100002",28.63562841192392,77.229017522187,1052.4271078607876
177,"Rouse Avenue, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110 001",28.633322817854644,77.23186647357184,1239.4515019043786
178,"Deen Dayal Upadhyay Road, Rouse Avenue, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 1100002",28.631017329946552,77.23471509050283,1500.2019167679275
179,"Gandhi Peace Foundation, Deen Dayal Upadhyay Road, Rouse Avenue, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 1100002",28.628711948217063,77.23756337302649,1802.9524296507886
180,"Mahawat Khan Road, Rouse Avenue, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 1100002",28.626406672683558,77.24041132118936,2129.852670845319
181,"gghh, ITO Skywalk, Chanakya Puri Tehsil, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 1100002",28.624101503363406,77.24325893503793,2471.3251428983363
182,"Indian Adult Education Association, 17-B, Mahatma Gandhi Marg, Chanakya Puri Tehsil, New Delhi, Defence Colony Tehsil, South East Delhi, Delhi, 1100002",28.621796440273975,77.24610621461875,2822.0739750421935
183,"Ahata Kidara, Old Delhi, Civil Lines Tehsil, Central Delhi, Delhi, 110006",28.657408777113986,77.20705263076569,3124.1184919333805
184,"Nawab Road, Sadar Bazar, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.655102073986104,77.20990427246834,2785.2242957219773
185,"Nabi Karim, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 8572",28.65279547688973,77.21275557931702,2457.8636910452615
186,"Nabi Karim, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 8572",28.650488985842294,77.21560655135832,2147.30349122441
187,"Qutab Road, Aram Bagh, Paharganj, Karol Bagh Tehsil, Central Delhi, Delhi, 8572",28.64818260086128,77.21845718863888,1861.9524043679066
188,"Anglo Arabic Public School, Desh Bandhu Gupta Road, Sita Ram Bazaar, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 8572",28.645876321964113,77.22130749120524,1615.207308115866
189,"Girdhari Lal Maternity Hospital, Jawaharlal Nehru Marg, Sita Ram Bazaar, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002",28.64357014916825,77.22415745910396,1427.2117126065732
190,"Shyama Prasad Mukherjee Civic Centre, Jawaharlal Nehru Marg, Sita Ram Bazaar, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002",28.641264082491116,77.22700709238167,1323.2233178999861
191,"Dr Zakir Hussain College, Jawaharlal Nehru Marg, Sita Ram Bazaar, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002",28.63895812195011,77.22985639108491,1323.1749709842506
192,"Mir Dard Marg, Rouse Avenue, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002",28.636652267562656,77.23270535526021,1427.055279253032
193,"Maulana Azad Medical College, Indrajit Verma Marg, Rouse Avenue, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002",28.634346519346174,77.23555398495417,1614.9122537717965
194,"Bal Bhavan Toy Train, Kotla Road, Rouse Avenue, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002",28.632040877318047,77.2384022802133,1861.4762427258481
195,"Patriot House, Bahadur Shah Zafar Marg, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002",28.62973534149566,77.2412502410841,2146.5974861783943
196,"Footover Bridge, Indraprastha Estate, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 1100002",28.62742991189641,77.24409786761319,2456.876033395702
197,"IP Power Station, Mahatma Gandhi Marg, Chanakya Puri Tehsil, New Delhi, Kotwali Tehsil, Central Delhi, Delhi, 1100002",28.625124588537652,77.24694515984702,2783.901649855768
198,"Mahatma Gandhi Marg, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 1100002",28.62281937143676,77.24979211783213,3122.4067317712584
199,"Bara Hindu Rao Road, Sadar Bazar, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.658433676702167,77.2107433729282,3112.597829037246
200,"Gandhi Gali, Basti Harphool Singh, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.656126819212446,77.2135946927412,2797.9796793575047
201,"Qutab Road, Naya Bazaar, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.653820067781407,77.21644567771924,2501.068903415457
202,"Shraddhanand Road, Naya Bazaar, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.65151342242653,77.21929632790895,2228.9389094947487
203,"Shraddhanand Road, Naya Bazaar, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.649206883165256,77.22214664335688,1991.7571631539302
204,"Sita Ram Bazaar, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.64690045001502,77.22499662410965,1803.3487664466281
205,"Sita Ram Bazaar, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.64459412299325,77.22784627021387,1680.1834745139204
206,"Ramlila Grounds, Jawaharlal Nehru Marg, Sita Ram Bazaar, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002",28.6422879021174,77.23069558171603,1637.0348572212938
207,"Govind Ballabh Pant Hospital, Jawaharlal Nehru Marg, Sita Ram Bazaar, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002",28.639981787404846,77.23354455866279,1680.0606984094995
208,"Lok Nayak Hospital, Jawaharlal Nehru Marg, Sita Ram Bazaar, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002",28.637675778873017,77.23639320110065,1803.0852237656998
209,"Maulana Azad Medical College, Indrajit Verma Marg, Rouse Avenue, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002",28.63536987653931,77.23924150907618,1991.3205639227672
210,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 1100002",28.633064080421118,77.24208948263593,2228.2874797726554
211,"Indraprastha Estate, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 1100002",28.630758390535824,77.24493712182645,2500.1552338278284
212,"ITO Chowk, Vikas Marg, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 1100002",28.62845280690081,77.24778442669424,2796.7531627908775
213,"Vikas Marg, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 1100002",28.626147329533424,77.25063139728586,3111.0060500379363
214,"Sadar Bazar, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.659458231697382,77.21443412805932,3146.809407858993
215,"Naya Bazaar, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.657151219875807,77.21728512595507,2861.096000424186
216,"Naya Bazaar, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.654844314140114,77.22013578903491,2599.140308892905
217,"Ballimaran, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.652537514507788,77.22298611734541,2368.8239305845022
